	ensembl_gene_id	external_gene_id
678	ENSMUSG00000045391	1700120B22Rik
679	ENSMUSG00000095386	Gm17662
680	ENSMUSG00000085651	Gm11695
681	ENSMUSG00000094744	Gm20860
682	ENSMUSG00000085072	C920011F04Rik
683	ENSMUSG00000095838	Gm20861
684	ENSMUSG00000095334	Gm21984
685	ENSMUSG00000006930	Hap1
686	ENSMUSG00000083677	Gm11699
687	ENSMUSG00000043300	B3galnt1
688	ENSMUSG00000039963	Ccdc40
689	ENSMUSG00000093768	Gm20650
690	ENSMUSG00000026672	Optn
691	ENSMUSG00000083237	Gm11698
692	ENSMUSG00000073682	Gm10563
693	ENSMUSG00000054423	Cadps
694	ENSMUSG00000094418	Gm21862
695	ENSMUSG00000055435	Maf
696	ENSMUSG00000049742	C330006D17Rik
697	ENSMUSG00000083769	Gm11689
698	ENSMUSG00000085583	Gm15676
699	ENSMUSG00000095443	Gm21435
700	ENSMUSG00000082990	Gm14052
701	ENSMUSG00000085710	Gm12676
702	ENSMUSG00000095167	Gm21881
703	ENSMUSG00000081229	Lamr1-ps1
704	ENSMUSG00000082499	Gm13615
705	ENSMUSG00000082683	Gm12697
706	ENSMUSG00000095760	Gm21892
707	ENSMUSG00000090468	Gm2840
708	ENSMUSG00000082922	Gm6939
709	ENSMUSG00000084159	Gm12696
710	ENSMUSG00000066180	Gm10155
711	ENSMUSG00000020430	Pes1
712	ENSMUSG00000030978	Rrm1
713	ENSMUSG00000057945	Gm17136
714	ENSMUSG00000082971	Gm13517
715	ENSMUSG00000057367	Birc2
716	ENSMUSG00000026696	Vamp4
717	ENSMUSG00000053886	Sh2d4a
718	ENSMUSG00000082119	Gm12659
719	ENSMUSG00000095650	Gm20854
720	ENSMUSG00000090559	Gm17137
721	ENSMUSG00000035161	Ints6
722	ENSMUSG00000032411	Tfdp2
723	ENSMUSG00000086254	3100003L05Rik
724	ENSMUSG00000087040	Gm14033
725	ENSMUSG00000084286	Gm12658
726	ENSMUSG00000083469	Gm14281
727	ENSMUSG00000096187	Gm21785
728	ENSMUSG00000085892	Gm15339
729	ENSMUSG00000095306	Gm21807
730	ENSMUSG00000082301	Gm14032
731	ENSMUSG00000082681	Gm12675
732	ENSMUSG00000081422	Gm14282
733	ENSMUSG00000085899	Gm15338
734	ENSMUSG00000096575	Gm21734
735	ENSMUSG00000020444	Guk1
736	ENSMUSG00000083684	Gm14034
737	ENSMUSG00000083801	Gm12673
738	ENSMUSG00000093832	Gm20856
739	ENSMUSG00000080742	Gm14035
740	ENSMUSG00000098129	Gm27040
741	ENSMUSG00000062391	4932435O22Rik
742	ENSMUSG00000096418	Gm21879
743	ENSMUSG00000082096	Gm13505
744	ENSMUSG00000028063	Lmna
745	ENSMUSG00000094036	Gm6465
746	ENSMUSG00000083287	Gm13502
747	ENSMUSG00000096671	Gm21824
748	ENSMUSG00000086822	5330413P13Rik
749	ENSMUSG00000081548	Gm11692
750	ENSMUSG00000098160	Gm26974
751	ENSMUSG00000021730	Hcn1
752	ENSMUSG00000030987	Stim1
753	ENSMUSG00000083132	Gm14422
754	ENSMUSG00000094660	Gm21394
755	ENSMUSG00000075431	Gm11691
756	ENSMUSG00000034493	4930556J24Rik
757	ENSMUSG00000082803	Gm14423
758	ENSMUSG00000086831	Gm14280
759	ENSMUSG00000087520	Gm14389
760	ENSMUSG00000095688	Gm21782
761	ENSMUSG00000091155	Serpine3
762	ENSMUSG00000085844	Gm11690
763	ENSMUSG00000073255	Gm14632
764	ENSMUSG00000027363	Usp8
765	ENSMUSG00000084230	Gm14388
766	ENSMUSG00000078600	1700092K14Rik
767	ENSMUSG00000087524	Gm14285
768	ENSMUSG00000017165	Gast
769	ENSMUSG00000080716	Gm13503
770	ENSMUSG00000094469	Gm21380
771	ENSMUSG00000004637	Wwox
772	ENSMUSG00000028330	Ncbp1
773	ENSMUSG00000086942	Gm15489
774	ENSMUSG00000090308	Gm5174
775	ENSMUSG00000082472	Gm13501
776	ENSMUSG00000043448	Gjc2
777	ENSMUSG00000086135	1700001J04Rik
778	ENSMUSG00000095153	Gm21095
779	ENSMUSG00000089631	Gm16326
780	ENSMUSG00000085815	Gm13548
781	ENSMUSG00000058050	Gm9234
782	ENSMUSG00000094205	Gm8926
783	ENSMUSG00000090816	Gm6729
784	ENSMUSG00000020720	Psmd12
785	ENSMUSG00000095109	Gm21717
786	ENSMUSG00000086760	1700025D23Rik
787	ENSMUSG00000085118	Gm15774
788	ENSMUSG00000040525	Cblc
789	ENSMUSG00000062372	Otof
790	ENSMUSG00000073982	Rhog
791	ENSMUSG00000096125	Gm20864
792	ENSMUSG00000083090	Gm11736
793	ENSMUSG00000044141	E130201H02Rik
794	ENSMUSG00000022449	Adamts20
795	ENSMUSG00000094105	Gm8922
796	ENSMUSG00000044341	Gm5601
797	ENSMUSG00000023952	Gtpbp2
798	ENSMUSG00000098014	Gm26967
799	ENSMUSG00000094857	Gm20863
800	ENSMUSG00000055159	4930583K01Rik
801	ENSMUSG00000096552	Gm20862
802	ENSMUSG00000096326	Ighv1-78
803	ENSMUSG00000020044	Timp3
804	ENSMUSG00000015733	Capza2
805	ENSMUSG00000003555	Cyp17a1
806	ENSMUSG00000095582	Gm21741
807	ENSMUSG00000035530	Eif1
808	ENSMUSG00000087621	1700003G18Rik
809	ENSMUSG00000082116	Gm12188
810	ENSMUSG00000095726	Gm21802
811	ENSMUSG00000021743	Fezf2
812	ENSMUSG00000096452	Ighv1-77
813	ENSMUSG00000030664	1110006G14Rik
814	ENSMUSG00000093896	Ighv1-76
815	ENSMUSG00000096816	Gm21864
816	ENSMUSG00000035184	Fam124a
817	ENSMUSG00000083178	Gm12187
818	ENSMUSG00000095815	Gm21901
819	ENSMUSG00000086583	Gm15500
820	ENSMUSG00000096020	Ighv1-75
821	ENSMUSG00000095921	Gm20849
822	ENSMUSG00000091087	Ighv8-14
823	ENSMUSG00000026669	Mcm10
824	ENSMUSG00000094124	Gm16710
825	ENSMUSG00000094629	Gm21344
826	ENSMUSG00000020432	Tcn2
827	ENSMUSG00000087475	4933406I18Rik
828	ENSMUSG00000094348	Gm21333
829	ENSMUSG00000041488	Stx3
830	ENSMUSG00000084153	Gm12186
831	ENSMUSG00000055298	Ctsj
832	ENSMUSG00000094209	Gm21825
833	ENSMUSG00000057610	Ighv1-73
834	ENSMUSG00000096724	Gm1989
835	ENSMUSG00000073257	Gm10488
836	ENSMUSG00000084984	1700006P19Rik
837	ENSMUSG00000037526	Atg14
838	ENSMUSG00000086245	Gm16170
839	ENSMUSG00000096104	Gm21790
840	ENSMUSG00000021185	9030617O03Rik
841	ENSMUSG00000005667	Mthfd2
842	ENSMUSG00000076530	Igkv19-93
843	ENSMUSG00000026694	Mettl13
844	ENSMUSG00000082183	Gm15994
845	ENSMUSG00000094047	Gm21919
846	ENSMUSG00000026942	Traf2
847	ENSMUSG00000029290	Zfp326
848	ENSMUSG00000095549	Ighd5-1
849	ENSMUSG00000076733	Ighv8-13
850	ENSMUSG00000048962	Rassf10
851	ENSMUSG00000035031	C8a
852	ENSMUSG00000093818	Ighd3-1
853	ENSMUSG00000033834	Tpbpa
854	ENSMUSG00000095067	Gm20801
855	ENSMUSG00000076630	Ighd1-1
856	ENSMUSG00000085945	2310014F06Rik
857	ENSMUSG00000095399	Ighd6-1
858	ENSMUSG00000082454	Gm12183
859	ENSMUSG00000096548	Gm20912
860	ENSMUSG00000096568	Ighd2-3
861	ENSMUSG00000085049	A230071N21Rik
862	ENSMUSG00000096074	Ighv1-72
863	ENSMUSG00000095444	Ighd2-4
864	ENSMUSG00000095750	Gm21829
865	ENSMUSG00000037536	Fbxo34
866	ENSMUSG00000096396	Ighd5-2
867	ENSMUSG00000044258	Ctla2a
868	ENSMUSG00000095441	Gm21282
869	ENSMUSG00000027994	Ccdc109b
870	ENSMUSG00000095897	Ighd2-5
871	ENSMUSG00000083460	Gm12182
872	ENSMUSG00000087160	Gm16336
873	ENSMUSG00000096778	Gm21722
874	ENSMUSG00000093876	Ighd5-3
875	ENSMUSG00000082250	Gm12181
876	ENSMUSG00000033111	3830406C13Rik
877	ENSMUSG00000060777	Gm10087
878	ENSMUSG00000095592	Ighd5-7
879	ENSMUSG00000094279	Gm20841
880	ENSMUSG00000034509	Mad2l1bp
881	ENSMUSG00000028412	Slc44a1
882	ENSMUSG00000096577	Ighv1-71
883	ENSMUSG00000096250	Ighd2-6
884	ENSMUSG00000090855	Gm17219
885	ENSMUSG00000036918	Ttc7
886	ENSMUSG00000062705	Tpbpb
887	ENSMUSG00000049287	Iba57
888	ENSMUSG00000096884	Ighd5-4
889	ENSMUSG00000091117	Gm9064
890	ENSMUSG00000094268	Ighd5-8
891	ENSMUSG00000096032	Gm20791
892	ENSMUSG00000076632	Gm16968
893	ENSMUSG00000083159	Gm12180
894	ENSMUSG00000096301	Ighd6-2
895	ENSMUSG00000085407	1700095J03Rik
896	ENSMUSG00000022439	Parvg
897	ENSMUSG00000094742	Gm21257
898	ENSMUSG00000094057	Ighd2-7
899	ENSMUSG00000076731	Ighv8-12
900	ENSMUSG00000002980	Bcam
901	ENSMUSG00000094957	Ighd5-5
902	ENSMUSG00000081370	Gm9105
903	ENSMUSG00000095656	Ighd2-8
904	ENSMUSG00000094502	Ighv1-69
905	ENSMUSG00000061975	Olfr492
906	ENSMUSG00000095578	Gm21760
907	ENSMUSG00000096420	Ighd5-6
908	ENSMUSG00000094552	Ighd3-2
909	ENSMUSG00000070411	Olfr485
910	ENSMUSG00000095084	Gm21873
911	ENSMUSG00000083954	Gm12179
912	ENSMUSG00000094028	Ighd4-1
913	ENSMUSG00000030990	Pgap2
914	ENSMUSG00000008874	Clec3a
915	ENSMUSG00000066245	Gm10156
916	ENSMUSG00000024683	Mrpl16
917	ENSMUSG00000095863	Ighv1-67
918	ENSMUSG00000083671	Gm14304
919	ENSMUSG00000094207	Gm21248
920	ENSMUSG00000027867	Spag17
921	ENSMUSG00000057215	Gm15514
922	ENSMUSG00000081952	Gm12178
923	ENSMUSG00000045750	D830014E11Rik
924	ENSMUSG00000086261	Gm3765
925	ENSMUSG00000095114	Gm21242
926	ENSMUSG00000095519	Ighv1-66
927	ENSMUSG00000073902	Gm1966
928	ENSMUSG00000081652	Gm14283
929	ENSMUSG00000041255	Tmco5b
930	ENSMUSG00000096369	Gm21823
931	ENSMUSG00000066752	Gm10176
932	ENSMUSG00000063286	Gm8995
933	ENSMUSG00000082792	Gm12176
934	ENSMUSG00000038770	Kpna7
935	ENSMUSG00000095170	Ighv8-11
936	ENSMUSG00000094746	Gm20916
937	ENSMUSG00000024682	Gif
938	ENSMUSG00000053541	Gm4759
939	ENSMUSG00000082946	Gm12177
940	ENSMUSG00000095867	Gm20917
941	ENSMUSG00000094088	Ighv1-64
942	ENSMUSG00000082188	Gm2768
943	ENSMUSG00000095457	Gm21911
944	ENSMUSG00000026821	Ralgds
945	ENSMUSG00000096203	Gm20919
946	ENSMUSG00000082818	Gm12175
947	ENSMUSG00000094739	Gm20806
948	ENSMUSG00000046844	Vat1l
949	ENSMUSG00000096672	Ighv1-63
950	ENSMUSG00000025201	Bloc1s2-ps
951	ENSMUSG00000096266	Gm20808
952	ENSMUSG00000095117	Ighv8-9
953	ENSMUSG00000048807	Slc35e4
954	ENSMUSG00000082132	Gm13541
955	ENSMUSG00000094045	Gm21198
956	ENSMUSG00000080776	Gm12174
957	ENSMUSG00000095649	Gm21884
958	ENSMUSG00000050912	Tmem123
959	ENSMUSG00000095090	Gm21658
960	ENSMUSG00000096767	Ighv1-62-3
961	ENSMUSG00000085315	A430018G15Rik
962	ENSMUSG00000096898	Gm20867
963	ENSMUSG00000093378	Gm20663
964	ENSMUSG00000020744	Slc25a19
965	ENSMUSG00000080970	Gm12173
966	ENSMUSG00000083339	Gm11693
967	ENSMUSG00000076621	Ighj1
968	ENSMUSG00000062300	Pvrl2
969	ENSMUSG00000086513	9130208D14Rik
970	ENSMUSG00000073854	AI427809
971	ENSMUSG00000094647	Gm21650
972	ENSMUSG00000086447	Gm13522
973	ENSMUSG00000096078	Ighv1-62-2
974	ENSMUSG00000078251	Gm16487
975	ENSMUSG00000074516	Gm10709
976	ENSMUSG00000047205	Dusp18
977	ENSMUSG00000028243	Ubxn2b
978	ENSMUSG00000090959	Ighv1-62-1
979	ENSMUSG00000095179	Gm21638
980	ENSMUSG00000085421	4732490B19Rik
981	ENSMUSG00000094087	Ighv1-61
982	ENSMUSG00000086414	Gm15645
983	ENSMUSG00000082044	Gm14284
984	ENSMUSG00000081158	Gm13521
985	ENSMUSG00000096491	Gm20859
986	ENSMUSG00000086329	Gm14233
987	ENSMUSG00000029516	Cit
988	ENSMUSG00000022607	Ptk2
989	ENSMUSG00000081911	Mrps36-ps2
990	ENSMUSG00000087405	Gm14232
991	ENSMUSG00000080782	Gm13495
992	ENSMUSG00000093982	Gm21180
993	ENSMUSG00000083953	Gm14049
994	ENSMUSG00000039976	Tbc1d16
995	ENSMUSG00000086909	Gm4926
996	ENSMUSG00000094549	Gm21163
997	ENSMUSG00000087701	Gm13493
998	ENSMUSG00000097210	Fam160a2
999	ENSMUSG00000087259	2610035D17Rik
1000	ENSMUSG00000080989	Gm14048
1001	ENSMUSG00000081484	Gm13492
1002	ENSMUSG00000095197	Ighv1-59
1003	ENSMUSG00000096040	Gm21155
1004	ENSMUSG00000068323	Slc4a5
1005	ENSMUSG00000041885	Olfr680-ps1
1006	ENSMUSG00000031767	Nudt7
1007	ENSMUSG00000095889	Ighv1-58
1008	ENSMUSG00000094404	Gm21776
1009	ENSMUSG00000086229	Gm4887
1010	ENSMUSG00000020434	4921536K21Rik
1011	ENSMUSG00000020624	4933434M16Rik
1012	ENSMUSG00000027429	Sec23b
1013	ENSMUSG00000082749	Rpl9-ps2
1014	ENSMUSG00000051885	Olfr664
1015	ENSMUSG00000096207	Gm20904
1016	ENSMUSG00000022892	App
1017	ENSMUSG00000095488	Ighv8-8
1018	ENSMUSG00000073919	Olfr663
1019	ENSMUSG00000075437	Gm11681
1020	ENSMUSG00000094862	Ighv1-56
1021	ENSMUSG00000093872	Gm21875
1022	ENSMUSG00000018623	Mmp7
1023	ENSMUSG00000081694	Olfr660-ps1
1024	ENSMUSG00000095589	Ighv1-55
1025	ENSMUSG00000096843	Gm21111
1026	ENSMUSG00000082084	Usp-ps
1027	ENSMUSG00000087247	Fam150a
1028	ENSMUSG00000093819	Gm21922
1029	ENSMUSG00000086981	Gm12171
1030	ENSMUSG00000095808	Gm20813
1031	ENSMUSG00000094787	Ighv1-54
1032	ENSMUSG00000073929	Trim30e-ps1
1033	ENSMUSG00000073741	4732440D04Rik
1034	ENSMUSG00000095949	Gm21869
1035	ENSMUSG00000081713	Gm12170
1036	ENSMUSG00000009207	Lnp
1037	ENSMUSG00000085566	A730017L22Rik
1038	ENSMUSG00000094505	Ighv8-6
1039	ENSMUSG00000021728	Emb
1040	ENSMUSG00000083248	Gm6574
1041	ENSMUSG00000093882	Gm21076
1042	ENSMUSG00000089662	Gm14057
1043	ENSMUSG00000082530	Gm12168
1044	ENSMUSG00000082154	Gm16464
1045	ENSMUSG00000094507	Gm21913
1046	ENSMUSG00000093894	Ighv1-53
1047	ENSMUSG00000022538	Lsg1
1048	ENSMUSG00000095204	Ighv1-52
1049	ENSMUSG00000036158	Prickle1
1050	ENSMUSG00000024150	Mcfd2
1051	ENSMUSG00000095378	Gm20805
1052	ENSMUSG00000094645	Gm21715
1053	ENSMUSG00000091423	Gm17509
1054	ENSMUSG00000002984	Tomm40
1055	ENSMUSG00000018620	Mmp20
1056	ENSMUSG00000087175	Gm15133
1057	ENSMUSG00000096754	Gm20902
1058	ENSMUSG00000039753	Fbxl5
1059	ENSMUSG00000086886	Gm15135
1060	ENSMUSG00000096643	Gm21855
1061	ENSMUSG00000076620	Ighj2
1062	ENSMUSG00000081859	Olfr650-ps1
1063	ENSMUSG00000096013	Gm21683
1064	ENSMUSG00000083513	Olfr647-ps1
1065	ENSMUSG00000021180	Rps6ka5
1066	ENSMUSG00000096234	Gm20800
1067	ENSMUSG00000025757	Hspa4l
1068	ENSMUSG00000084236	Olfr637-ps1
1069	ENSMUSG00000095173	Gm21766
1070	ENSMUSG00000060029	4930473A02Rik
1071	ENSMUSG00000091903	Gm6460
1072	ENSMUSG00000085014	Gm13490
1073	ENSMUSG00000055621	Olfr636-ps1
1074	ENSMUSG00000095679	Gm20848
1075	ENSMUSG00000037104	Socs5
1076	ENSMUSG00000020241	Col6a2
1077	ENSMUSG00000082281	Gm4886
1078	ENSMUSG00000095887	Gm10096
1079	ENSMUSG00000096261	Gm20847
1080	ENSMUSG00000082985	Gm14042
1081	ENSMUSG00000040265	Dnm3
1082	ENSMUSG00000021071	Trim9
1083	ENSMUSG00000080751	Olfr634-ps1
1084	ENSMUSG00000029656	C8b
1085	ENSMUSG00000095598	Gm20846
1086	ENSMUSG00000020067	Mypn
1087	ENSMUSG00000083472	Gm13491
1088	ENSMUSG00000083854	Dnajc19-ps
1089	ENSMUSG00000071035	Gm5499
1090	ENSMUSG00000095904	Gm21757
1091	ENSMUSG00000085700	Hbb-bh0
1092	ENSMUSG00000094142	Gm20844
1093	ENSMUSG00000084334	Gm13494
1094	ENSMUSG00000083216	Hbb-bh3
1095	ENSMUSG00000055933	Gm97
1096	ENSMUSG00000063550	Nup98
1097	ENSMUSG00000083967	Gm15115
1098	ENSMUSG00000096902	Gm20843
1099	ENSMUSG00000086007	1700057H21Rik
1100	ENSMUSG00000082077	Olfr260-ps1
1101	ENSMUSG00000094453	Gm21880
1102	ENSMUSG00000036816	Atoh7
1103	ENSMUSG00000086523	Gm13499
1104	ENSMUSG00000081038	Olfr626-ps1
1105	ENSMUSG00000063611	Gm10134
1106	ENSMUSG00000093837	Gm20842
1107	ENSMUSG00000081315	Olfr621-ps1
1108	ENSMUSG00000070886	Gm10304
1109	ENSMUSG00000086349	Gm13497
1110	ENSMUSG00000081945	Gm15121
1111	ENSMUSG00000035495	Tstd2
1112	ENSMUSG00000094961	Gm21841
1113	ENSMUSG00000081173	Gm13500
1114	ENSMUSG00000080884	Gm12674
1115	ENSMUSG00000082739	Olfr602-ps1
1116	ENSMUSG00000083383	Olfr595-ps1
1117	ENSMUSG00000096836	Gm20868
1118	ENSMUSG00000030465	Psd3
1119	ENSMUSG00000041440	Gk5
1120	ENSMUSG00000096489	Gm20866
1121	ENSMUSG00000084356	Olfr590-ps1
1122	ENSMUSG00000041857	Oosp1
1123	ENSMUSG00000096762	Gm21808
1124	ENSMUSG00000066279	Chrna10
1125	ENSMUSG00000083254	Gm15116
1126	ENSMUSG00000046079	Lrrc8d
1127	ENSMUSG00000084262	Olfr588-ps1
1128	ENSMUSG00000095485	Gm20886
1129	ENSMUSG00000041671	Pyroxd1
1130	ENSMUSG00000082714	Gm15120
1131	ENSMUSG00000094616	Gm20888
1132	ENSMUSG00000080891	Olfr587-ps1
1133	ENSMUSG00000094775	Gm2759
1134	ENSMUSG00000073985	Gm10602
1135	ENSMUSG00000094052	Gm21118
1136	ENSMUSG00000020435	Osbp2
1137	ENSMUSG00000040387	Klhl32
1138	ENSMUSG00000067121	Gm7027
1139	ENSMUSG00000027784	Ppm1l
1140	ENSMUSG00000030996	Art1
1141	ENSMUSG00000094260	Gm21672
1142	ENSMUSG00000094198	Ighv1-50
1143	ENSMUSG00000002985	Apoe
1144	ENSMUSG00000055895	Plac1l
1145	ENSMUSG00000021745	Ptprg
1146	ENSMUSG00000092364	Gm20476
1147	ENSMUSG00000094781	Gm21524
1148	ENSMUSG00000082509	Gm15673
1149	ENSMUSG00000085853	Gm12167
1150	ENSMUSG00000095535	Gm20932
1151	ENSMUSG00000095120	Ighv8-5
1152	ENSMUSG00000074874	Ctla2b
1153	ENSMUSG00000095296	Gm8906
1154	ENSMUSG00000083121	Gm6341
1155	ENSMUSG00000083880	Hspe1-ps6
1156	ENSMUSG00000076710	Ighv1-49
1157	ENSMUSG00000069041	Slc25a31
1158	ENSMUSG00000095855	Gm21160
1159	ENSMUSG00000096355	Ighv8-4
1160	ENSMUSG00000022438	Parvb
1161	ENSMUSG00000031285	Dcx
1162	ENSMUSG00000098207	Arl14
1163	ENSMUSG00000047731	Wbp1l
1164	ENSMUSG00000097388	Gm3200
1165	ENSMUSG00000024681	Ms4a3
1166	ENSMUSG00000096419	Gm21151
1167	ENSMUSG00000057246	BC051142
1168	ENSMUSG00000076709	Ighv1-47
1169	ENSMUSG00000083483	Gm14044
1170	ENSMUSG00000082210	Gm14382
1171	ENSMUSG00000095888	Gm20818
1172	ENSMUSG00000050345	4930486L24Rik
1173	ENSMUSG00000094763	Gm1647
1174	ENSMUSG00000095859	Ighv1-43
1175	ENSMUSG00000002147	Stat6
1176	ENSMUSG00000041681	Iapp
1177	ENSMUSG00000081359	Cox20-ps
1178	ENSMUSG00000053399	Adamts18
1179	ENSMUSG00000095634	Gm20816
1180	ENSMUSG00000009739	Pou6f1
1181	ENSMUSG00000081078	Gm12568
1182	ENSMUSG00000087133	Gm6956
1183	ENSMUSG00000095496	Gm21127
1184	ENSMUSG00000044125	9530080O11Rik
1185	ENSMUSG00000096732	Gm8897
1186	ENSMUSG00000094652	Ighv1-42
1187	ENSMUSG00000024680	Ms4a2
1188	ENSMUSG00000089987	Gpx2-ps1
1189	ENSMUSG00000070424	Art5
1190	ENSMUSG00000056728	Ctsll3
1191	ENSMUSG00000094882	Gm21867
1192	ENSMUSG00000093492	Gm20651
1193	ENSMUSG00000095130	Ighv1-39
1194	ENSMUSG00000070323	Mmp27
1195	ENSMUSG00000085835	Gm12707
1196	ENSMUSG00000085095	Gm15635
1197	ENSMUSG00000087607	Gm16034
1198	ENSMUSG00000095829	Speer1-ps1
1199	ENSMUSG00000096016	Gm20937
1200	ENSMUSG00000095923	Ighv1-37
1201	ENSMUSG00000025907	Rb1cc1
1202	ENSMUSG00000045962	Wnk1
1203	ENSMUSG00000042202	Slc35e2
1204	ENSMUSG00000093790	Gm20935
1205	ENSMUSG00000086998	Gm16033
1206	ENSMUSG00000042243	BC051665
1207	ENSMUSG00000097974	Gm10605
1208	ENSMUSG00000036202	Rif1
1209	ENSMUSG00000034724	Cnot6l
1210	ENSMUSG00000026829	Gbgt1
1211	ENSMUSG00000095001	Gm21806
1212	ENSMUSG00000040430	Pitpnc1
1213	ENSMUSG00000094051	Ighv1-36
1214	ENSMUSG00000096846	Gm8890
1215	ENSMUSG00000091496	Gm8398
1216	ENSMUSG00000040564	Apoc1
1217	ENSMUSG00000091323	Gm12166
1218	ENSMUSG00000096881	Gm20874
1219	ENSMUSG00000086477	Gm15506
1220	ENSMUSG00000093955	Ighv1-34
1221	ENSMUSG00000097148	Gm3839
1222	ENSMUSG00000094056	Gm21794
1223	ENSMUSG00000096649	Ighv1-31
1224	ENSMUSG00000082870	Gm12165
1225	ENSMUSG00000095999	Gm21114
1226	ENSMUSG00000086993	Gm15623
1227	ENSMUSG00000074336	Apoc4
1228	ENSMUSG00000072714	Rpl21-ps4
1229	ENSMUSG00000076694	Ighv1-30
1230	ENSMUSG00000084939	Gm830
1231	ENSMUSG00000095302	Ssty2
1232	ENSMUSG00000094546	Ighv1-26
1233	ENSMUSG00000026698	Pigc
1234	ENSMUSG00000096666	Gm20852
1235	ENSMUSG00000074804	AU015228
1236	ENSMUSG00000094241	Ighv1-24
1237	ENSMUSG00000086433	1700006D18Rik
1238	ENSMUSG00000056426	Nat3
1239	ENSMUSG00000083589	Gm14043
1240	ENSMUSG00000096608	Gm21910
1241	ENSMUSG00000083974	Gm16053
1242	ENSMUSG00000081251	Gm12164
1243	ENSMUSG00000030735	Gm9755
1244	ENSMUSG00000084328	Gm14046
1245	ENSMUSG00000066036	Ubr4
1246	ENSMUSG00000094126	Ighv1-23
1247	ENSMUSG00000096739	Gm21837
1248	ENSMUSG00000087015	Gm14041
1249	ENSMUSG00000027997	Casp6
1250	ENSMUSG00000094561	Ighv1-22
1251	ENSMUSG00000027428	Rbbp9
1252	ENSMUSG00000087174	5530601H04Rik
1253	ENSMUSG00000085560	C230038L03Rik
1254	ENSMUSG00000094816	Gm20933
1255	ENSMUSG00000086637	Gm14040
1256	ENSMUSG00000002992	Apoc2
1257	ENSMUSG00000083017	Gm12163
1258	ENSMUSG00000081888	Spcs2-ps
1259	ENSMUSG00000096251	Gm21895
1260	ENSMUSG00000087304	Gm15415
1261	ENSMUSG00000095761	Ighv1-20
1262	ENSMUSG00000076619	Ighj3
1263	ENSMUSG00000020072	Pbld1
1264	ENSMUSG00000053654	Krt42
1265	ENSMUSG00000085443	Gm15416
1266	ENSMUSG00000095613	Gm20934
1267	ENSMUSG00000008976	Gabpa
1268	ENSMUSG00000051147	Nat2
1269	ENSMUSG00000096410	Ighv1-19
1270	ENSMUSG00000033409	Syce1l
1271	ENSMUSG00000095918	Gm5861
1272	ENSMUSG00000076695	Ighv1-18
1273	ENSMUSG00000033530	Ttc7b
1274	ENSMUSG00000094908	Gm20936
1275	ENSMUSG00000053049	Gm15413
1276	ENSMUSG00000073102	Drc1
1277	ENSMUSG00000022537	Tmem44
1278	ENSMUSG00000022437	Samm50
1279	ENSMUSG00000085792	Gm15414
1280	ENSMUSG00000093993	Gm20736
1281	ENSMUSG00000086686	F630206G17Rik
1282	ENSMUSG00000082780	Rps11-ps5
1283	ENSMUSG00000027999	Pla2g12a
1284	ENSMUSG00000060579	Fhit
1285	ENSMUSG00000025588	Nat1
1286	ENSMUSG00000094062	Ighv1-15
1287	ENSMUSG00000054720	Lrrc8c
1288	ENSMUSG00000085751	Gm15412
1289	ENSMUSG00000096783	Gm21848
1290	ENSMUSG00000094025	Gm8879
1291	ENSMUSG00000002981	Clptm1
1292	ENSMUSG00000096033	Gm5899
1293	ENSMUSG00000085476	Gm12162
1294	ENSMUSG00000086277	4930558K02Rik
1295	ENSMUSG00000095785	Gm20924
1296	ENSMUSG00000041653	Pnpla3
1297	ENSMUSG00000080981	Gm12161
1298	ENSMUSG00000038780	Smurf1
1299	ENSMUSG00000087412	Gm15501
1300	ENSMUSG00000044320	1700001O22Rik
1301	ENSMUSG00000082600	Gm9673
1302	ENSMUSG00000095103	Gm21171
1303	ENSMUSG00000051515	Fam181b
1304	ENSMUSG00000095554	Ighv1-14
1305	ENSMUSG00000078908	Mon1b
1306	ENSMUSG00000081703	Gm6285
1307	ENSMUSG00000095710	Gm8871
1308	ENSMUSG00000017664	Slc35c2
1309	ENSMUSG00000094953	Gm21826
1310	ENSMUSG00000090765	Gm17686
1311	ENSMUSG00000083475	Gm9440
1312	ENSMUSG00000014907	Naf1
1313	ENSMUSG00000074024	4632427E13Rik
1314	ENSMUSG00000074805	Gm14047
1315	ENSMUSG00000094490	Gm20921
1316	ENSMUSG00000087089	Gm12160
1317	ENSMUSG00000039989	Cbx4
1318	ENSMUSG00000095416	Ighv1-12
1319	ENSMUSG00000094216	Gm20907
1320	ENSMUSG00000098041	Gm26981
1321	ENSMUSG00000025036	Sfxn2
1322	ENSMUSG00000070639	Lrrc8b
1323	ENSMUSG00000095215	Gm20882
1324	ENSMUSG00000024146	Cript
1325	ENSMUSG00000084773	Gm12159
1326	ENSMUSG00000098066	Gm26944
1327	ENSMUSG00000062235	Gm5341
1328	ENSMUSG00000036437	Npy1r
1329	ENSMUSG00000094694	Ighv1-9
1330	ENSMUSG00000018770	Atp5g3
1331	ENSMUSG00000094788	Gm21654
1332	ENSMUSG00000089938	Gm15744
1333	ENSMUSG00000076688	Ighv15-2
1334	ENSMUSG00000098019	Gm2546
1335	ENSMUSG00000096503	Gm21634
1336	ENSMUSG00000082097	Gm14039
1337	ENSMUSG00000044014	Npy5r
1338	ENSMUSG00000025035	Arl3
1339	ENSMUSG00000085784	Gm12158
